URL,Lastmod,Changefreq,Priority
https://wordleclash.playgamesnow.org/privacy,2025-07-06,weekly,0.9
https://wordleclash.playgamesnow.org/terms,2025-07-06,weekly,0.9
https://wordleclash.playgamesnow.org/es/privacy,2025-07-06,weekly,0.9
https://wordleclash.playgamesnow.org/es/terms,2025-07-06,weekly,0.9
https://wordleclash.playgamesnow.org/fr/privacy,2025-07-06,weekly,0.9
https://wordleclash.playgamesnow.org/fr/terms,2025-07-06,weekly,0.9
https://wordleclash.playgamesnow.org/ja/privacy,2025-07-06,weekly,0.9
https://wordleclash.playgamesnow.org/ja/terms,2025-07-06,weekly,0.9
https://wordleclash.playgamesnow.org/zh/privacy,2025-07-06,weekly,0.9
https://wordleclash.playgamesnow.org/zh/terms,2025-07-06,weekly,0.9
https://wordleclash.playgamesnow.org/,2025-07-06,daily,1.0
https://wordleclash.playgamesnow.org/es,2025-07-06,daily,1.0
https://wordleclash.playgamesnow.org/fr,2025-07-06,daily,1.0
https://wordleclash.playgamesnow.org/ja,2025-07-06,daily,1.0
https://wordleclash.playgamesnow.org/zh,2025-07-06,daily,1.0
